Genus,Species,Brain mass (g),Body mass (g)
Padda,oryzivora,0.75,21
Padda,oryzivora,0.85,21
Padda,oryzivora,0.8,23
Haematopus,ostralegus,3.62,475.907
Haematopus,ostralegus,4.203,505
Haematopus,ostralegus,4.064,532
Haematopus,ostralegus,4.022,531.2
Haematopus,ostralegus,3.546,348.953
Haematopus,ostralegus,3.67,426.2
Pyrenestes,ostrinus,0.89,15.23
Pyrenestes,ostrinus,0.969,13.131
Pyrenestes,ostrinus,0.964,16.043
Pyrenestes,ostrinus,0.74,16.4
Asio,otus,5.945,258.28
Asio,otus,5.162,271.03
Asio,otus,6.1,296
Asio,otus,6.279,312.5
Asio,otus,5.878,311
Asio,otus,5.32,335.5
Asio,otus,5.824,314
Asio,otus,5.527,303.5
Asio,otus,5.73,327.5
Asio,otus,5.8,286.7
Asio,otus,5.611,263
Asio,otus,5.644,315.25
Asio,otus,5.592,293
Asio,otus,5.394,288.77
Asio,otus,5.521,246.38
Asio,otus,5.286,281.94
Asio,otus,5.52,356
Asio,otus,5.77,274.5
Asio,otus,4.99,268.6
Asio,otus,5.571,268
Asio,otus,6.114,289
Asio,otus,5.205,310.5
Asio,otus,5.333,308.5
Asio,otus,6.445,260.5
Asio,otus,6.114,289
Asio,otus,4.874,225.21
Asio,otus,5.6,272
Asio,otus,5.662,283.2
Asio,otus,6.67,289.5
Asio,otus,5.904,282.27
Asio,otus,5.6,327
Asio,otus,6.37,302.7
Asio,otus,6,274.5
Asio,otus,5.445,184.73
Asio,otus,5.233,314.69
Asio,otus,5.745,273
Asio,otus,5.8,288.8
Asio,otus,6.05,329.32
Asio,otus,4.7,303.5
Asio,otus,5.7,302.6
Asio,otus,5.3,307.2
Asio,otus,5.648,296.8
Asio,otus,5.804,290.52
Asio,otus,5.34,291
Asio,otus,4.74,200.3
Asio,otus,6,336.8
Asio,otus,5.3,274.3
Asio,otus,5.599,278
Asio,otus,5.55,298.4
Asio,otus,5.722,239
Asio,otus,5.266,526
Asio,otus,5.03,313.55
Asio,otus,5.075,271.01
Asio,otus,4.097,336.9
Asio,otus,5.719,283.27
Asio,otus,6.603,370.45
Asio,otus,4.98,359.4
Asio,otus,5.65,269.5
Asio,otus,6.016,314.13
Asio,otus,5.7,276
Asio,otus,5.35,254.8
Asio,otus,5.293,222.88
Asio,otus,5.26,293.8
Asio,otus,5.764,174
Asio,otus,5.487,252
Asio,otus,5.041,322
Asio,otus,5.781,242.5
Asio,otus,6.35,241
Asio,otus,6.02,224.1
Asio,otus,4.52,184.49
Asio,otus,4.71,237.1
Asio,otus,5.654,241
Asio,otus,5.713,218.5
Asio,otus,5.63,254.5
Asio,otus,6.08,227.2
Asio,otus,5.567,257.61
Asio,otus,6.276,166.49
Asio,otus,5.389,294.24
Asio,otus,5.145,184.51
Asio,otus,6.072,254.72
Asio,otus,5.668,274.7
Asio,otus,6.2,260.5
Asio,otus,5.04,279.9
Asio,otus,5.817,222.71
Asio,otus,5.9,211.2
Asio,otus,5.9,247
Asio,otus,5.35,289.7
Asio,otus,5.49,225.66
Asio,otus,5.408,308.37
Asio,otus,5.643,261.01
Asio,otus,6.424,275
Asio,otus,5.764,295.56
Asio,otus,4.663,225
Asio,otus,6.35,241.53
Asio,otus,6.094,174.77
Asio,otus,5.631,250.55
Asio,otus,5.65,262
Asio,otus,6.15,297.6
Asio,otus,5.162,190.72
Asio,otus,5.191,258.14
Asio,otus,5.252,252.64
Gavia,pacifica,6.86,2345
Lonchura,pallida,0.56,10.758
Lonchura,pallida,0.452,10.452
Lonchura,pallida,0.47,12.7
Thraupis,palmarum,1.03,32.7
Thraupis,palmarum,0.9,34.85
Columba,palumbus,2.277,335.932
Columba,palumbus,2.478,380.973
Columba,palumbus,2.236,359.519
Columba,palumbus,2.284,417.907
Columba,palumbus,2.463,565
Columba,palumbus,2.407,355.851
Columba,palumbus,2.455,518
Columba,palumbus,2.409,325.411
Columba,palumbus,2.502,438
Columba,palumbus,2.751,625
Columba,palumbus,2.592,522
Columba,palumbus,2.28,527
Columba,palumbus,2.38,493.55
Columba,palumbus,2.52,547.4
Parus,palustris,0.58,10.1
Parus,palustris,0.693,11.287
Parus,palustris,0.644,11.045
Parus,palustris,0.732,11.555
Parus,palustris,0.655,10.079
Acrocephalus,palustris,0.448,11.91
Charmosyna,papou,2.97,71.5
Sterna,paradisaea,1.393,102.293
Sterna,paradisaea,1.616,98.215
Vidua,paradisaea,0.5,14.2
Vidua,paradisaea,0.5,13.82
Vidua,paradisaea,0.68,12.2
Crypturellus,parvirostris,1.65,179.7
Columbina,passerina,0.54,42.4
Forpus,passerinus,1,26.3
Forpus,passerinus,1.03,21.4
Cyanoliseus,patagonus,8,236.5
Cyanoliseus,patagonus,7,216.1
Balearica,pavonina,13.54,4071
Balearica,pavonina,12.85,4825
Hydrobates,pelagicus,0.58,22.49
Anas,penelope,4.103,678
Anas,penelope,3.856,752
Anas,penelope,4.469,947
Anas,penelope,4.118,904
Anas,penelope,4.26,712.5
Perdix,perdix,1.813,431.267
Perdix,perdix,1.798,403.703
Perdix,perdix,1.926,389.216
Perdix,perdix,1.85,335
Perdix,perdix,1.87,413
Perdix,perdix,2.05,423.9
Perdix,perdix,1.98,425.6
Perdix,perdix,1.72,346.5
Perdix,perdix,1.93,371
Perdix,perdix,1.73,374.5
Perdix,perdix,1.98,388
Perdix,perdix,1.77,398
Perdix,perdix,2,409.5
Perdix,perdix,2.13,421
Perdix,perdix,1.8,439
Perdix,perdix,1.82,470.5
Falco,peregrinus,6.788,989
Pyrrhura,perlata,2.969,80.544
Tauraco,persa,2.521,218.272
Poephila,personata,0.443,14.535
Hymenops,perspicillatus,0.7,26.2
Hymenops,perspicillatus,0.75,21.4
Hymenops,perspicillatus,0.75,21.4
Aratinga,pertinax,2.99,77.29
Numenius,phaeopus,3.02,383
Neochmia,phaeton,0.38,7.28
Larus,philadelphia,2.49,205
Alectoris,philbyi,1.934,270.62
Alectoris,philbyi,2.374,439.88
Gallirallus,philippensis,1.9,172
Turdus,philomelos,1.409,73.886
Turdus,philomelos,1.446,76.8
Turdus,philomelos,1.439,84.747
Turdus,philomelos,1.33,61
Turdus,philomelos,1.39,74.6
Turdus,philomelos,1.45,68
Turdus,philomelos,1.55,67.9
Turdus,philomelos,1.47,81.5
Turdus,philomelos,1.377,73.762
Turdus,philomelos,1.326,70.169
Turdus,philomelos,1.48,81.6
Turdus,philomelos,1.343,73.112
Turdus,philomelos,1.41,70.736
Turdus,philomelos,1.28,72.1
Turdus,philomelos,1.65,74.8
Turdus,philomelos,1.47,68.3
Turdus,philomelos,1.34,56.3
Turdus,philomelos,1.45,62.7
Turdus,philomelos,1.47,73.5
Turdus,philomelos,1.35,72.8
Turdus,philomelos,1.66,67.7
Turdus,philomelos,1.6,64.9
Turdus,philomelos,1.4,73.5
Turdus,philomelos,1.391,67.14
Turdus,philomelos,1.439,77.314
Turdus,philomelos,1.08,61.261
Turdus,philomelos,1.68,75.9
Turdus,philomelos,1.548,70.46
Turdus,philomelos,1.327,67.652
Turdus,philomelos,1.477,63.335
Turdus,philomelos,1.073,67.491
Turdus,philomelos,1.451,69.175
Turdus,philomelos,1.378,65.483
Turdus,philomelos,1.417,67.572
Turdus,philomelos,1.461,70.801
Turdus,philomelos,1.546,62.814
Turdus,philomelos,1.384,60.6
Turdus,philomelos,1.181,70.109
Turdus,philomelos,1.65,73.45
Turdus,philomelos,1.338,79.88
Turdus,philomelos,1.338,79.88
Turdus,philomelos,2.18,59.3
Turdus,philomelos,1.229,57.591
Turdus,philomelos,1.58,67.295
Turdus,philomelos,1.6,70.3
Turdus,philomelos,1.341,79.187
Turdus,philomelos,1.504,73.663
Turdus,philomelos,1.44,63.3
Turdus,philomelos,1.45,91.98
Turdus,philomelos,1.65,40.6
Turdus,philomelos,1.4,80.7
Turdus,philomelos,1.45,70.1
Turdus,philomelos,1.42,65.7
Sayornis,phoebe,0.75,17.5
Sayornis,phoebe,0.793,18.1
Agelaius,phoeniceus,1.77,66
Pytilia,phoenicoptera,0.49,11.02
Pytilia,phoenicoptera,0.45,11.6
Phoenicurus,phoenicurus,0.35,15.82
Phoenicurus,phoenicurus,0.444,14.173
Phoenicurus,phoenicurus,0.429,11.074
Phoenicurus,phoenicurus,0.421,12.52
Phoenicurus,phoenicurus,0.464,12.397
Phoenicurus,phoenicurus,0.455,11.654
Phoenicurus,phoenicurus,0.45,14.9
Phoenicurus,phoenicurus,0.424,16.772
Phoenicurus,phoenicurus,0.71,19.9
Phoenicurus,phoenicurus,0.481,11.556
Phoenicurus,phoenicurus,0.507,16.126
Phoenicurus,phoenicurus,0.407,13.446
Phoenicurus,phoenicurus,0.458,15.457
Phoenicurus,phoenicurus,0.4,14.3
Phoenicurus,phoenicurus,0.52,15.3
Phoenicurus,phoenicurus,0.443,9.938
Phoenicurus,phoenicurus,0.518,14.805
Pica,pica,5.1,198.5
Pica,pica,5.15,202.8
Pica,pica,4.902,190.76
Pica,pica,4.262,177.236
Pica,pica,4.68,192.5
Pica,pica,6.05,201.4
Pica,pica,5.3,199
Pica,pica,4.535,211.31
Pica,pica,5.05,216.4
Pica,pica,5.03,205.321
Pica,pica,5.3,206
Pica,pica,4.9,198.8
Pica,pica,4.92,224.3
Pica,pica,5,196
Pica,pica,4.65,213.1
Pica,pica,4.68,170
Pica,pica,5.1,201.6
Pica,pica,4.92,205.2
Pica,pica,4.96,205.8
Pica,pica,5.391,235.439
Pica,pica,5,223.4
Pica,pica,5.347,216.953
Pica,pica,5.7,234
Pica,pica,5.47,228.78
Pica,pica,5.948,226.766
Pica,pica,6.4,211
Pica,pica,5.5,241.4
Pica,pica,5.25,258.5
Pica,pica,5.47,230.1
Pica,pica,6.6,221.8
Pica,pica,4.8,225.8
Pica,pica,5.96,214.4
Pica,pica,6,220.3
Pica,pica,4.68,230.9
Pica,pica,5.23,233.1
Pica,pica,5.87,264.9
Emblema,pictum,0.453,9.98
Emblema,pictum,0.38,14.568
Ceyx,pictus,0.32,7.7
Oreortyx,pictus,1.403,202.294
Oreortyx,pictus,1.45,256
Oreortyx,pictus,1.45,224.528
Chrysolophus,pictus,3.136,342.334
Chrysolophus,pictus,3.3,706.4
Chrysolophus,pictus,3.65,597.2
Chrysolophus,pictus,3.15,756
Turdus,pilaris,1.8,108.2
Turdus,pilaris,1.689,59.299
Turdus,pilaris,1.72,92.7
Turdus,pilaris,1.839,110.488
Turdus,pilaris,1.573,76.482
Turdus,pilaris,1.695,109.235
Turdus,pilaris,1.786,101.715
Turdus,pilaris,1.936,111.165
Turdus,pilaris,1.962,103.582
Turdus,pilaris,1.882,84.777
Turdus,pilaris,1.851,113.297
Turdus,pilaris,1.8,99
Turdus,pilaris,1.7,75.6
Crinifer,piscator,4.23,346.2
Embernagra,platensis,1.116,29.281
Embernagra,platensis,1.03,29.1
Anas,platyrhynchos,5.44,1200
Anas,platyrhynchos,6.41,1305
Anas,platyrhynchos,5.926,1435
Anas,platyrhynchos,4.916,1354
Anas,platyrhynchos,6.153,1031
Anas,platyrhynchos,5.046,1570
Anas,platyrhynchos,6.748,1180
Anas,platyrhynchos,5.85,1105
Anas,platyrhynchos,6.8,1150
Anas,platyrhynchos,5.68,1200
Anas,platyrhynchos,6.28,1380
Anas,platyrhynchos,5.8,1440
Prionops,plumatus,1.37,29.1
Prionops,plumatus,1.37,29.1
Mimus,polyglottos,1.5,29.5
Mimus,polyglottos,1.6,29.5
Mimus,polyglottos,1.35,33.5
Mimus,polyglottos,1.315,31.462
Mimus,polyglottos,1.315,31.462
Mimus,polyglottos,1.087,35.5
Mimus,polyglottos,1.31,48.5
Mimus,polyglottos,1.55,55
Stercorarius,pomarinus,4.725,689
Erythrura,prasina,0.56,13
Erythrura,prasina,0.65,14.6
Erythrura,prasina,0.54,15.722
Anthus,pratensis,0.505,12.31
Anthus,pratensis,0.505,12.31
Anthus,pratensis,0.602,20.06
Anthus,pratensis,0.361,16.44
Anthus,pratensis,0.511,12.22
Anthus,pratensis,0.524,13.24
Anthus,pratensis,0.546,13.86
Anthus,pratensis,0.511,12.22
Amazona,pretrei,4.963,262.61
Amazona,pretrei,5.027,247.19
Amazona,pretrei,5.646,244.31
Erythrura,psittacea,0.502,10.916
Calidris,ptilocnemis,0.898,67
Calidris,ptilocnemis,0.969,67.936
Irena,puella,1.18,53.45
Irena,puella,1.14,69
Irena,puella,1.16,57.5
Irena,puella,1.07,48.6
Philomachus,pugnax,1.613,131.524
Nectarinia,pulchella,0.38,5.75
Neophema,pulchella,1.027,27.227
Neophema,pulchella,1.401,31.5
Neophema,pulchella,1.45,34.195
Neophema,pulchella,1.306,38.042
Lonchura,punctulata,0.505,13.167
Lonchura,punctulata,0.456,14.158
Lonchura,punctulata,0.501,16.328
Phrygilus,punensis,0.95,21.56
Carpodacus,purpureus,0.85,19.7
Lamprotornis,purpureus,1.7,66
Lamprotornis,purpureus,1.97,107.4
Lamprotornis,purpureus,1.522,72.303
Aethia,pusilla,1.107,83.17
Merops,pusillus,0.45,10.2
Lophospingus,pusillus,0.91,12.5
Psilopogon,pyrolophus,1.95,99.8
Psilopogon,pyrolophus,2.3,96.8
Psilopogon,pyrolophus,2.03,153.6
Psilopogon,pyrolophus,2.19,133.5
Psilopogon,pyrolophus,1.75,102.2
Psilopogon,pyrolophus,2.4,105.2
Psilopogon,pyrolophus,2.35,100.2
Psilopogon,pyrolophus,2.18,112.7
Pyrrhocorax,pyrrhocorax,5.02,241.5
Petrochelidon,pyrrhonota,0.522,14.718
Petrochelidon,pyrrhonota,0.474,12.739
Petrochelidon,pyrrhonota,0.465,15.069
Petrochelidon,pyrrhonota,0.608,13.58
Brotogeris,pyrrhoptera,2.3,47.7
Brotogeris,pyrrhoptera,3.801,52.18
Pyrrhula,pyrrhula,0.864,19.773
Pyrrhula,pyrrhula,0.927,21.226
Pyrrhula,pyrrhula,0.927,21.848
Pyrrhula,pyrrhula,0.968,24.992
Pyrrhula,pyrrhula,0.828,23.203
Pyrrhula,pyrrhula,0.716,24.574
Pyrrhula,pyrrhula,0.797,24.622
Pyrrhula,pyrrhula,0.866,24.692
Pyrrhula,pyrrhula,0.751,19.657
Pyrrhula,pyrrhula,0.771,22.005
Pyrrhula,pyrrhula,0.764,24.629
Pyrrhula,pyrrhula,0.882,24.772
Pyrrhula,pyrrhula,0.8,22.6
Pyrrhula,pyrrhula,0.829,24.76
Pyrrhula,pyrrhula,0.905,25.608
Pyrrhula,pyrrhula,0.761,22.811
Pyrrhula,pyrrhula,0.847,23.815
Pyrrhula,pyrrhula,0.827,25.424
Pyrrhula,pyrrhula,0.905,24.39
Pyrrhula,pyrrhula,0.78,25.324
Pyrrhula,pyrrhula,0.788,15.515
Pyrrhula,pyrrhula,0.882,23.512
Pyrrhula,pyrrhula,0.858,22.337
Pyrrhula,pyrrhula,0.872,29.367
Pyrrhula,pyrrhula,0.78,23.344
Pyrrhula,pyrrhula,0.936,25.847
Pyrrhula,pyrrhula,0.746,25.009
Pyrrhula,pyrrhula,0.706,23.95
Pyrrhula,pyrrhula,0.822,23.974
Pyrrhula,pyrrhula,0.8,24.272
Pyrrhula,pyrrhula,0.777,24.46
Pyrrhula,pyrrhula,0.78,22.135
Pyrrhula,pyrrhula,0.83,23.74
Pyrrhula,pyrrhula,0.815,21.694
Pyrrhula,pyrrhula,0.902,28.83
Pyrrhula,pyrrhula,0.902,28.83
Pyrrhula,pyrrhula,0.85,27.4
Pyrrhula,pyrrhula,0.825,21.971
Pyrrhula,pyrrhula,0.825,21.971
Pyrrhula,pyrrhula,0.956,29.17
Pyrrhula,pyrrhula,0.747,20.854
Pyrrhula,pyrrhula,0.799,26.107
Pyrrhula,pyrrhula,0.929,26.76
Pyrrhula,pyrrhula,0.651,18.321
Pyrrhula,pyrrhula,0.888,25.386
Pyrrhula,pyrrhula,0.888,25.386
Pyrrhula,pyrrhula,0.88,24.3
Pyrrhula,pyrrhula,0.88,24.3
Pyrrhula,pyrrhula,0.754,24.849
Pyrrhula,pyrrhula,0.88,24.878
Pyrrhula,pyrrhula,0.757,23.169
Pyrrhula,pyrrhula,0.778,24.982
Pyrrhula,pyrrhula,0.87,25.831
Pyrrhula,pyrrhula,0.864,22.236
Pyrrhula,pyrrhula,0.838,25.576
Pyrrhula,pyrrhula,0.868,24.808
Pyrrhula,pyrrhula,0.839,21.935
Pyrrhula,pyrrhula,0.91,24.068
Pyrrhula,pyrrhula,0.854,22.583
Pyrrhula,pyrrhula,0.846,23.59
Pyrrhula,pyrrhula,0.701,23.511
Pyrrhula,pyrrhula,0.903,24.164
Pyrrhula,pyrrhula,0.9,24.132
Pyrrhula,pyrrhula,0.866,19.433
Pyrrhula,pyrrhula,0.959,25.114
Pyrrhula,pyrrhula,0.975,26.214
Pyrrhula,pyrrhula,0.85,26.291
Pyrrhula,pyrrhula,0.801,25.752
Pyrrhula,pyrrhula,1.093,33.904
Pyrrhula,pyrrhula,0.691,24.868
Pyrrhula,pyrrhula,0.84,23.657
Pyrrhula,pyrrhula,0.982,34.009
Pyrrhula,pyrrhula,0.901,26.559
Pyrrhula,pyrrhula,0.96,32.861
Pyrrhula,pyrrhula,0.908,29.058
Pyrrhula,pyrrhula,0.955,37.122
Pyrrhula,pyrrhula,0.905,31.747
Pyrrhula,pyrrhula,0.757,25.97
Pyrrhula,pyrrhula,0.888,28.533
Pyrrhula,pyrrhula,0.974,30.896
Pyrrhula,pyrrhula,0.936,23.911
Pyrrhula,pyrrhula,0.805,25.497
Pyrrhula,pyrrhula,0.869,25.885
Pyrrhula,pyrrhula,1.016,36.207
Pyrrhula,pyrrhula,0.925,30.438
Pyrrhula,pyrrhula,0.946,35.221
Pyrrhula,pyrrhula,0.815,28.027
Pyrrhula,pyrrhula,0.75,27.3
Pyrrhula,pyrrhula,0.78,25.3
Pyrrhula,pyrrhula,0.88,25.6
Pyrrhula,pyrrhula,0.72,26.3
Pyrrhula,pyrrhula,0.957,23.255
Pyrrhula,pyrrhula,0.92,23.55
Pyrrhula,pyrrhula,0.9,19.3
Pyrrhula,pyrrhula,0.818,30.19
Pyrrhula,pyrrhula,0.96,22.97
Pyrrhula,pyrrhula,0.87,19.9
Pyrrhula,pyrrhula,0.97,25.4
Pyrrhula,pyrrhula,0.933,26.403
Pyrrhula,pyrrhula,0.98,36
Pyrrhula,pyrrhula,1.01,26.7
Pyrrhula,pyrrhula,0.88,25.3
Pyrrhula,pyrrhula,0.98,26.1
Pyrrhula,pyrrhula,0.949,26.22
Pyrrhula,pyrrhula,0.905,25.354
Pyrrhula,pyrrhula,0.8,24.55
Pyrrhula,pyrrhula,0.85,32.3
Pyrrhula,pyrrhula,0.929,34.209
Pyrrhula,pyrrhula,0.86,24.7
Pyrrhula,pyrrhula,0.882,27.899
Pyrrhula,pyrrhula,0.62,24.459
Pyrrhula,pyrrhula,0.893,29.244
Pyrrhula,pyrrhula,1.04,20.7
Pyrrhula,pyrrhula,0.95,24.2
Pyrrhula,pyrrhula,0.83,25.5
Pyrrhula,pyrrhula,0.93,21.4
Pyrrhula,pyrrhula,0.92,26.2
Pyrrhula,pyrrhula,0.93,32.545
Pyrrhula,pyrrhula,0.69,26.5
Pyrrhula,pyrrhula,0.75,23.5
Pyrrhula,pyrrhula,0.8,26.35
Pyrrhula,pyrrhula,0.84,25.4
Pyrrhula,pyrrhula,0.94,23.4
Pyrrhula,pyrrhula,0.92,22.1
Pyrrhula,pyrrhula,1.16,35
Lonchura,quinticolor,0.55,12
Lonchura,quinticolor,0.6,10.8
Quiscalus,quiscula,2.92,82
Semnornis,ramphastinus,1.468,59.148
Actinodura,ramsayi,1.295,36.25
Aquila,rapax,14.09,2625
Aquila,rapax,13.62,1670
Aquila,rapax,13.91,2438
Syrmaticus,reevesii,3.256,850
Syrmaticus,reevesii,4.651,1200
Regulus,regulus,0.52,5.54
Regulus,regulus,0.43,5.52
Regulus,regulus,0.31,4.87
Regulus,regulus,0.314,5.557
Regulus,regulus,0.27,5.1
Regulus,regulus,0.333,5.573
Regulus,regulus,0.37,5.72
Regulus,regulus,0.38,5.85
Regulus,regulus,0.28,5.65
Regulus,regulus,0.4,5.9
Regulus,regulus,0.343,5.454
Regulus,regulus,0.308,5.705
Regulus,regulus,0.332,5.16
Regulus,regulus,0.41,6.05
Regulus,regulus,0.392,5.52
Regulus,regulus,0.28,6.82
Regulus,regulus,0.27,4.16
Regulus,regulus,0.359,5.359
Regulus,regulus,0.38,5.52
Regulus,regulus,0.34,5.949
Regulus,regulus,0.28,5.744
Regulus,regulus,0.48,6.3
Regulus,regulus,0.31,5.518
Regulus,regulus,0.38,5.9
Regulus,regulus,0.38,6.45
Regulus,regulus,0.25,6.1
Regulus,regulus,0.284,5.801
Regulus,regulus,0.36,4.671
Regulus,regulus,0.39,4.17
Regulus,regulus,0.4,5.65
Regulus,regulus,0.32,5.22
Regulus,regulus,0.35,5.2
Regulus,regulus,0.42,5.58
Regulus,regulus,0.42,6.4
Regulus,regulus,0.4,5
Regulus,regulus,0.4,7.4
Cryptospiza,reichenovii,0.59,10.9
Cryptospiza,reichenovii,0.588,10.999
Cryptospiza,reichenovii,0.59,10.9
Gracula,religiosa,3.324,215.272
Gracula,religiosa,2.8,145.9
Gracula,religiosa,2.916,139.587
Gracula,religiosa,3.12,160.652
Gracula,religiosa,2.5,180.7
Larus,ridibundus,2.258,188.45
Larus,ridibundus,2.625,192.002
Larus,ridibundus,2.595,173.351
Larus,ridibundus,2.953,188.052
Larus,ridibundus,2.579,191.597
Larus,ridibundus,2.835,232
Larus,ridibundus,2.942,299.877
Larus,ridibundus,2.553,227.114
Larus,ridibundus,3.02,228
Larus,ridibundus,2.98,276.5
Larus,ridibundus,2.64,290.5
Larus,ridibundus,3.25,302.5
Larus,ridibundus,2.5,320.6
Larus,ridibundus,3.148,203.438
Larus,ridibundus,2.916,204.12
Larus,ridibundus,2.821,168.082
Larus,ridibundus,2.683,273.807
Larus,ridibundus,3.112,316.409
Larus,ridibundus,2.903,244.675
Larus,ridibundus,2.666,203.381
Larus,ridibundus,2.9,247.7
Larus,ridibundus,3.2,181.5
Riparia,riparia,0.31,13.742
Riparia,riparia,0.373,12.167
Riparia,riparia,0.343,14.553
Riparia,riparia,0.396,12.888
Eclectus,roratus,6.42,342.7
Eclectus,roratus,7.309,427.509
Eclectus,roratus,7.718,350.02
Eclectus,roratus,7.864,354.964
Cacatua,roseicapilla,5.96,266.4
Cacatua,roseicapilla,6.652,283.843
Cacatua,roseicapilla,5.944,395.62
Pericrocotus,roseus,0.71,13.22
Pericrocotus,roseus,0.71,91.69
Carpodacus,roseus,1.03,21.2
Carpodacus,roseus,1.025,19.736
Carpodacus,roseus,0.971,22.503
Carpodacus,roseus,0.88,22.164
Carpodacus,roseus,0.853,22.617
Leucopsar,rothschildi,1.81,87.3
Rollulus,rouloul,1.5,197.2
Rollulus,rouloul,1.685,184.959
Rollulus,rouloul,1.623,189.536
Rollulus,rouloul,1.834,182.873
Rollulus,rouloul,1.609,117.315
Erithacus,rubecula,0.564,18.244
Erithacus,rubecula,0.598,18.182
Erithacus,rubecula,0.56,19.039
Erithacus,rubecula,0.48,15.423
Erithacus,rubecula,0.513,17.321
Erithacus,rubecula,0.533,16.516
Erithacus,rubecula,0.589,17.108
Erithacus,rubecula,0.582,20.012
Erithacus,rubecula,0.596,17.614
Erithacus,rubecula,0.553,16.377
Erithacus,rubecula,0.627,21.478
Erithacus,rubecula,0.635,20.736
Erithacus,rubecula,0.65,16.7
Erithacus,rubecula,0.518,16.138
Erithacus,rubecula,0.457,15.795
Erithacus,rubecula,0.45,12.9
Erithacus,rubecula,0.89,16.7
Erithacus,rubecula,0.78,16.3
Erithacus,rubecula,0.68,21.8
Erithacus,rubecula,0.718,16.684
Erithacus,rubecula,0.63,18.7
Erithacus,rubecula,0.57,15.963
Erithacus,rubecula,0.618,22.133
Erithacus,rubecula,0.636,18.622
Erithacus,rubecula,0.63,16.8
Erithacus,rubecula,0.574,18.02
Erithacus,rubecula,0.683,19.527
Erithacus,rubecula,0.615,15.968
Erithacus,rubecula,0.695,19.367
Erithacus,rubecula,0.642,16.68
Erithacus,rubecula,0.505,14.899
Erithacus,rubecula,0.69,16.1
Erithacus,rubecula,0.62,16.6
Erithacus,rubecula,0.707,15.744
Erithacus,rubecula,0.52,19.7
Erithacus,rubecula,0.617,20.486
Erithacus,rubecula,0.584,16.287
Erithacus,rubecula,0.604,18.859
Erithacus,rubecula,0.563,18.97
Erithacus,rubecula,0.536,19.572
Erithacus,rubecula,0.729,17.869
Erithacus,rubecula,0.489,16.51
Erithacus,rubecula,0.408,11.396
Erithacus,rubecula,0.56,11.978
Erithacus,rubecula,0.572,18.078
Erithacus,rubecula,1.052,17.979
Erithacus,rubecula,0.64,18.391
Erithacus,rubecula,0.65,10.3
Phoenicopterus,ruber,9.702,2400
Phoenicopterus,ruber,10.55,1579.5
Phoenicopterus,ruber,10.8,1638
Phoenicopterus,ruber,11.65,1720
Sphyrapicus,ruber,1.376,51.729
Saxicola,rubetra,0.71,18.2
Saxicola,rubetra,0.62,19.7
Lagonosticta,rubricata,0.37,7.05
Anas,rubripes,7.25,853
Alectoris,rufa,2.118,372.28
Alectoris,rufa,1.72,410.17
Lessonia,rufa,0.5,15.6
Lessonia,rufa,0.5,15.6
Lessonia,rufa,0.4,14
Lessonia,rufa,0.42,14.6
Lessonia,rufa,0.42,14.6
Neochmia,ruficauda,0.489,10.023
Neochmia,ruficauda,0.421,9.256
Neochmia,ruficauda,0.42,10.8
Branta,ruficollis,5.398,1060
Tachybaptus,ruficollis,1.547,124.601
Tachybaptus,ruficollis,1.694,144.238
Tachybaptus,ruficollis,1.414,127.577
Tachybaptus,ruficollis,1.67,234
Tachybaptus,ruficollis,1.751,143.537
Gallicolumba,rufigula,1.132,83.25
Poicephalus,rufiventris,4.45,116.7
Poicephalus,rufiventris,4.62,110.7
Poicephalus,rufiventris,5.202,110.12
Toxostoma,rufum,1.384,48.211
Furnarius,rufus,1.3,62.5
Furnarius,rufus,1.35,63.7
Tachyphonus,rufus,1.2,33.65
Hirundo,rustica,0.44,14.35
Hirundo,rustica,0.6,15.45
Hirundo,rustica,0.444,17.242
Hirundo,rustica,0.433,21.303
Hirundo,rustica,0.488,15.089
Hirundo,rustica,0.418,18.704
Hirundo,rustica,0.483,21.714
Hirundo,rustica,0.362,12.954
Hirundo,rustica,0.411,15.329
Hirundo,rustica,0.45,18.291
Hirundo,rustica,0.462,18.82
Hirundo,rustica,0.455,21.273
Hirundo,rustica,0.437,18.446
Hirundo,rustica,0.439,14.085
Hirundo,rustica,0.487,16.896
Hirundo,rustica,0.55,18
Hirundo,rustica,0.515,16.95
Hirundo,rustica,0.592,18.93
Hirundo,rustica,0.479,15.644
Hirundo,rustica,0.555,16.63
Hirundo,rustica,0.49,18.3
Hirundo,rustica,0.51,12.215
Hirundo,rustica,0.412,16.741
Hirundo,rustica,0.48,17.7
Hirundo,rustica,0.63,16.1
Hirundo,rustica,0.48,17
Hirundo,rustica,0.491,16.718
Hirundo,rustica,0.408,15.759
Hirundo,rustica,0.459,15.201
Hirundo,rustica,0.498,17.806
Hirundo,rustica,0.533,18.541
Hirundo,rustica,0.547,18.694
Hirundo,rustica,0.57,16.057
Hirundo,rustica,0.529,17.009
Hirundo,rustica,0.57,17.198
Hirundo,rustica,0.477,16.101
Hirundo,rustica,0.394,17.319
Hirundo,rustica,0.497,17.418
Hirundo,rustica,0.526,16.929
Hirundo,rustica,0.546,19.303
Hirundo,rustica,0.7,15.9
Hirundo,rustica,0.65,14
Hirundo,rustica,0.347,17.785
Hirundo,rustica,0.55,19.4
Hirundo,rustica,0.5,15.331
Hirundo,rustica,0.462,16.643
